gene,err_spaceflight,err_ground,err_ratio
AT3G59740,0.8065997,0.17146997,4.704028
AT3G19480,0.39232108,0.083403915,4.7038684
AT1G66810,0.61583215,0.13092299,4.7037735
AT3G14880,0.8600594,0.18284541,4.703751
AT2G01360,0.82658523,0.17577519,4.702513
AT3G22490,0.83332676,0.17727837,4.7006674
AT1G11300,0.65971714,0.14035481,4.700352
AT5G44310,1.0301732,0.21927665,4.698052
AT1G60260,0.48780227,0.10385915,4.696767
AT4G32980,0.4797714,0.1021673,4.6959386
AT1G24470,0.74212354,0.1580542,4.695373
AT5G04010,0.88221854,0.18790863,4.694933
AT4G23895,0.36739203,0.078255676,4.694765
AT3G14490,0.6057411,0.12907523,4.69293
AT2G30680,0.6411372,0.13673648,4.688852
AT5G62750,0.8397479,0.17910574,4.688559
AT4G17050,0.30925396,0.06598186,4.686954
AT5G36710,0.9205393,0.19645014,4.685867
AT2G27250,0.61391795,0.13105921,4.6842785
AT3G52970,0.90799826,0.19393204,4.682043
AT1G55700,0.624178,0.13336316,4.6802874
AT1G35310,0.9517963,0.20338869,4.679691
AT4G12430,0.5903142,0.12616946,4.6787405
AT1G54300,0.6223939,0.13305551,4.6777005
AT3G21790,0.3769457,0.08068932,4.6715684
AT3G07220,0.29807863,0.06381447,4.671019
AT1G74500,0.6305008,0.13499485,4.6705537
AT2G07681,0.850118,0.18218549,4.666222
AT3G56190,0.25959563,0.05564303,4.6653748
AT4G12770,0.26682636,0.057204396,4.6644373
AT1G65550,0.5865593,0.12579605,4.6627793
AT3G19085,0.66874206,0.14342165,4.662769
AT5G42120,0.71226543,0.1527576,4.6627164
AT3G04700,1.2009608,0.25761837,4.6617823
AT3G27590,0.49973667,0.10722817,4.6604977
AT3G03700,0.6660829,0.14295694,4.659325
AT5G02900,0.6130881,0.13159002,4.6590767
AT1G78470,0.45200264,0.09702823,4.658465
AT4G15320,0.6426402,0.13796254,4.658077
AT4G18330,0.7078693,0.1519929,4.657252
AT5G46880,0.3412933,0.07329439,4.6564717
AT5G51800,0.6635529,0.14254008,4.6552014
AT4G00390,0.9470512,0.20347452,4.654397
AT1G15260,0.508137,0.109217755,4.6525126
AT5G50940,0.72753954,0.15637723,4.6524644
AT2G43890,0.7165111,0.15403925,4.6514835
AT5G65780,0.30984545,0.066615455,4.651254
AT5G35660,1.0478965,0.22550862,4.6468134
AT1G50310,0.57604164,0.124094784,4.6419487
AT1G12630,0.82513595,0.17775775,4.641912
AT5G04400,0.61318904,0.13210051,4.6418366
AT3G18240,0.40328103,0.08689353,4.6410937
AT4G19250,0.46436465,0.100064404,4.6406574
AT1G26230,0.49773046,0.10730142,4.638619
AT1G23070,0.8785859,0.1894446,4.6376925
AT1G15980,0.39717045,0.08567213,4.635935
AT1G48180,0.76885855,0.1658683,4.6353555
AT1G23950,0.7439644,0.16059037,4.6326833
AT3G15270,0.81669414,0.17630695,4.6322284
AT1G20570,0.5904565,0.12748745,4.6314864
AT1G52430,0.76092875,0.1643333,4.6303988
AT4G08410,0.80692595,0.17430854,4.6292963
AT4G04110,0.55018353,0.11887609,4.62821
AT4G22960,0.7269773,0.15711947,4.6269073
AT3G10270,0.33607957,0.07264594,4.6262674
AT1G34460,0.80495137,0.17399693,4.626239
AT2G15370,0.5618839,0.12156722,4.6220016
AT2G41610,0.62121564,0.13455312,4.61688
AT5G32590,0.64098245,0.13884506,4.61653
AT5G26140,0.64191043,0.13905302,4.6162996
AT3G24290,0.7134681,0.15476367,4.6100483
AT4G05110,0.813301,0.17642002,4.6100264
AT4G04710,0.913624,0.19824763,4.6084986
AT3G56660,0.7145163,0.15504761,4.6083665
AT1G07690,0.8717784,0.18919167,4.607911
AT4G00930,0.43908608,0.0952921,4.6077905
AT5G28320,0.6435354,0.13969015,4.606877
AT4G33800,0.57660174,0.12516993,4.606551
AT1G78360,0.7460864,0.1619656,4.6064496
AT3G27620,0.7192596,0.15614796,4.6062694
AT1G31470,0.45401043,0.098620586,4.6036067
AT3G58860,0.6440499,0.13995726,4.6017604
AT3G61080,0.3209286,0.069758065,4.6005945
AT5G38350,0.61435,0.13358824,4.5988326
AT1G55440,0.7481957,0.16274671,4.597301
AT1G63590,0.65479267,0.14245646,4.5964403
AT1G69990,0.60612714,0.13190982,4.595011
AT2G07676,1.1968747,0.2605514,4.5936227
AT3G12460,0.78808284,0.1715836,4.592996
AT2G33070,0.795933,0.17329617,4.5929055
AT1G32180,0.48637208,0.10596565,4.589903
AT1G07740,0.5056638,0.11019782,4.588691
AT2G30380,0.9096479,0.19835863,4.5858746
AT1G64310,0.7113039,0.15513758,4.584987
AT2G14830,0.8270798,0.18043843,4.5837226
AT4G34420,0.58009326,0.12662202,4.581298
AT1G48860,0.2639278,0.05761818,4.580633
AT1G66000,0.5896292,0.12882134,4.5771074
AT1G64480,0.6874205,0.15020838,4.576445
AT4G22460,0.9305349,0.20334,4.576251
AT5G39480,0.6767397,0.14788127,4.5762362
AT1G67770,0.6235318,0.13629985,4.574706
AT5G38240,0.76050675,0.1662606,4.5741844
AT2G45000,0.49658355,0.10858586,4.573188
AT4G33870,0.6422257,0.14044103,4.5729203
AT2G27300,0.7941674,0.1736708,4.5728316
AT1G23200,0.76716346,0.1677875,4.572232
AT1G78720,0.7567927,0.1655287,4.5719724
AT3G21380,0.79550904,0.17402092,4.571341
AT1G63880,0.8380429,0.1833295,4.5712385
AT2G32670,0.60560316,0.13250881,4.5702853
AT1G65810,0.67761636,0.14828677,4.569634
AT5G60780,0.8412712,0.18413107,4.568871
AT3G49230,0.7195147,0.15752594,4.5675945
AT1G47550,0.26546785,0.05815031,4.5652003
AT3G04490,0.33354038,0.07310086,4.5627418
AT4G13280,0.69562984,0.15246686,4.562498
AT1G24793,1.306005,0.28628367,4.5619264
AT1G16730,0.7512377,0.16477013,4.559307
AT1G35290,0.89071536,0.19543849,4.5575223
AT5G53950,0.6593931,0.14471632,4.5564523
AT1G59510,0.3123632,0.06856251,4.555889
AT4G08580,0.35827482,0.07864186,4.555777
AT3G05110,0.80838925,0.17748827,4.5546064
AT5G45220,0.79780823,0.1751762,4.554318
AT4G01020,0.37906626,0.0832837,4.5515056
AT5G14380,0.8232025,0.1809142,4.5502367
AT3G44480,0.40313002,0.08860593,4.549695
AT3G03090,0.23681693,0.052119754,4.543707
AT3G03230,0.84450877,0.18593055,4.542065
AT3G44800,1.0253621,0.22596522,4.5376987
AT3G62430,0.6790376,0.14965174,4.5374517
AT3G20710,0.6736026,0.14857058,4.533889
AT3G26310,0.4635412,0.102241404,4.533791
AT4G01190,0.73229617,0.16153179,4.5334487
AT2G19230,0.40252715,0.08879466,4.5332355
AT5G26070,0.788857,0.17413186,4.5302277
AT4G26680,0.48982832,0.1081605,4.5287166
AT5G35210,0.2732556,0.060364984,4.5267224
AT2G26720,0.50226927,0.110976785,4.5258946
AT3G49150,0.74230707,0.16401826,4.5257583
AT3G60100,0.5216811,0.11529502,4.524749
AT3G56440,0.31595728,0.06983802,4.524144
AT2G45950,0.35030454,0.07743738,4.5237136
AT4G12330,0.83145946,0.18389948,4.521271
AT5G54040,0.79062784,0.17487562,4.521086
AT4G32500,0.5461516,0.12081659,4.520501
AT5G08070,0.3759041,0.083195455,4.518325
AT3G15170,0.7814437,0.1729687,4.5178328
AT2G30910,0.3420954,0.07586347,4.5093555
AT4G19730,0.7193287,0.1595647,4.5080686
AT3G03930,0.7833379,0.17385842,4.5056076
AT1G65130,0.60283566,0.13380015,4.5054927
AT1G06750,0.68789876,0.15286346,4.500086
AT3G02100,0.92608064,0.20588377,4.4980745
AT1G73360,0.35262847,0.0783981,4.4979205
AT2G40120,0.41357145,0.091998145,4.495432
AT3G26240,0.6076033,0.1351956,4.494253
AT1G05650,0.8320195,0.18516076,4.493498
AT5G28520,0.7384038,0.16432925,4.4934406
AT2G32890,0.51899195,0.11557983,4.490333
AT1G62110,0.4825696,0.10748238,4.489755
AT2G26040,0.5597668,0.12469271,4.48917
AT1G73490,0.864654,0.19264135,4.488413
AT2G07773,0.9837843,0.21935554,4.4848843
AT2G28850,0.83875096,0.18703851,4.4843755
AT3G21860,0.7775851,0.173484,4.4821715
AT1G47790,0.48841846,0.10897879,4.481775
AT2G46050,0.706324,0.15767129,4.4797244
AT3G46840,0.57013,0.12727246,4.479602
AT3G57110,1.0211505,0.22795948,4.479526
AT2G04038,0.94809747,0.21168008,4.478916
AT1G12130,0.86882967,0.1940805,4.4766455
AT5G15720,0.8259969,0.18462764,4.4738526
AT1G71691,0.70671177,0.15796894,4.473738
AT1G77270,0.47258195,0.10568937,4.4714236
AT3G54060,0.5878158,0.13146858,4.47115
AT4G30870,0.53457946,0.11958332,4.4703507
AT4G17980,0.75305766,0.1684765,4.4698076
AT4G18210,0.62171674,0.13922843,4.465443
AT5G24655,0.8588201,0.1923778,4.4642363
AT2G16370,0.38396716,0.086015366,4.4639363
AT2G28610,0.60670424,0.13591282,4.4639215
AT2G14740,0.24390236,0.054647233,4.463214
AT3G11090,0.5554655,0.124475464,4.4624496
AT1G01350,0.37095132,0.083132654,4.462161
AT5G27940,0.82923055,0.18584208,4.4620166
AT5G51870,0.743415,0.16663697,4.4612846
AT2G37740,0.65345377,0.14651863,4.4598675
AT2G24190,0.5206331,0.11674422,4.4596047
AT1G67650,0.47656536,0.10692861,4.4568553
AT1G17280,0.3211939,0.0720872,4.45563
AT5G27200,0.8293833,0.18618162,4.4547
AT1G61130,0.6751531,0.15164986,4.4520516
AT2G07672,0.8419957,0.18917815,4.450808
AT5G17150,0.7929167,0.17816833,4.4503794
AT5G50550,0.44747454,0.100616015,4.4473486
AT2G29940,0.49384603,0.11104976,4.4470696
AT5G38780,0.90191483,0.20300204,4.4428854
AT5G14870,0.64385223,0.14497675,4.441072
AT1G21890,0.9352801,0.21065956,4.43977
AT2G11270,1.29353,0.29160696,4.435868
AT5G48090,0.5910871,0.13333943,4.43295
AT1G70760,0.4779289,0.10781767,4.4327507
AT5G06080,0.6259481,0.14122352,4.432321
AT1G09410,0.57017124,0.128657,4.431715
AT2G34280,0.47918576,0.10814083,4.4311266
AT3G24982,1.0370277,0.23403983,4.430988
AT1G12480,0.5003802,0.11292808,4.4309635
AT1G27170,0.4478125,0.101069614,4.4307327
AT5G60110,0.48293617,0.10903311,4.4292617
AT5G37210,0.5171471,0.116784915,4.428201
AT4G13090,0.63112134,0.14257947,4.4264526
AT1G67090,0.30762663,0.069498345,4.4263873
AT5G07200,0.95168805,0.21505846,4.4252524
AT1G54560,0.6264991,0.14157507,4.4252076
AT1G28170,0.67379105,0.15240532,4.4210463
AT3G19550,1.0422527,0.23576315,4.420761
AT4G23720,0.6502706,0.14711234,4.420231
AT3G20880,0.52825004,0.11954804,4.418726
AT1G13200,0.7310462,0.16551197,4.4168777
AT2G17590,0.55794936,0.12636358,4.415428
AT3G01450,0.48771107,0.110463396,4.4151373
AT1G62400,0.576429,0.13057737,4.4144626
AT2G47750,0.60958815,0.13810712,4.413879
AT1G35614,0.37013295,0.083911866,4.410972
AT5G45320,0.6176589,0.1400284,4.410954
AT3G05330,0.4817314,0.109226085,4.410406
AT1G74810,0.73613924,0.16692196,4.41008
AT2G32750,0.64254445,0.14569941,4.4100685
AT5G23490,0.36466697,0.082712956,4.408825
AT1G35617,0.5705108,0.12952241,4.404726
AT1G05510,0.9776317,0.22196656,4.4044094
AT2G20250,0.51887155,0.11780943,4.4043293
AT1G12220,0.5139802,0.11670216,4.4042044
AT5G67050,0.696102,0.15808024,4.4034724
AT5G15380,0.6090436,0.13831142,4.403422
AT5G38540,0.6430596,0.14605851,4.402753
AT4G24600,0.81719035,0.18562455,4.4023824
AT4G38250,0.60440254,0.13732949,4.401112
AT1G48060,0.9186706,0.208939,4.396836
AT2G32830,0.71251005,0.16207919,4.396061
AT3G01140,0.63057894,0.14355032,4.3927374
AT3G26120,0.58412427,0.13307105,4.3895664
AT2G17600,0.58149296,0.13253926,4.387326
AT3G09330,0.8594911,0.19591002,4.387172
AT1G63910,0.7383687,0.16836798,4.3854456
AT2G07673,0.8573344,0.19549549,4.385443
AT5G37240,0.8279083,0.18885417,4.383849
AT3G55130,0.47715804,0.108895294,4.3818054
AT1G28430,0.56956714,0.13008288,4.378494
AT4G33620,0.4496122,0.10270473,4.377716
AT5G60440,0.7316807,0.16714329,4.3775654
AT5G07880,0.7632599,0.1743821,4.376939
AT5G28850,0.28318495,0.0647019,4.3767633
AT4G14060,0.6968281,0.15922788,4.376294
AT4G34210,1.008523,0.23048334,4.375687
AT1G26360,0.74195796,0.16981661,4.3691716
AT2G35736,0.54415184,0.12455875,4.3686357
AT1G44890,0.5057546,0.115813494,4.3669744
AT4G35210,0.56816876,0.13012536,4.3663177
AT5G37640,0.45978135,0.1053384,4.3648024
AT3G50980,0.836166,0.19157615,4.364666
AT5G59200,0.623151,0.14281167,4.3634453
AT1G68170,0.74014515,0.16968654,4.3618374
AT2G27650,0.64033484,0.14680728,4.3617373
AT5G47900,0.44472715,0.10197456,4.3611574
AT4G11100,0.367698,0.084328994,4.3602796
AT4G35690,0.81034476,0.18599813,4.3567357
AT3G28080,0.5316748,0.12204318,4.356448
AT1G03930,0.30581495,0.07023114,4.3544064
AT5G17180,0.6352233,0.1458972,4.35391
AT1G16360,0.77167284,0.17723754,4.35389
AT1G36240,0.5971862,0.13716158,4.353888
AT3G46480,0.85874456,0.19725692,4.3534317
AT1G75080,0.30716735,0.070583716,4.3518157
AT1G73610,0.7638579,0.1755321,4.3516703
AT1G09890,0.5966561,0.13713732,4.3507924
AT5G65610,0.7227488,0.1661826,4.349124
AT5G63180,0.49146038,0.11303153,4.3479934
AT5G45460,0.6768871,0.15578163,4.345102
AT3G04510,0.7624783,0.17548725,4.344921
AT2G24010,0.7216883,0.16610932,4.344658
AT3G26618,0.3106418,0.07151219,4.3438993
AT2G07749,0.7354051,0.16930719,4.3436136
AT5G64980,0.42940107,0.09893451,4.3402553
AT1G32270,0.6243445,0.14392547,4.3379707
AT1G68240,0.9219402,0.21254803,4.3375616
AT3G48050,0.2715743,0.062614225,4.337261
AT3G52540,0.5572719,0.12854868,4.3351035
AT2G26130,0.63554436,0.14661287,4.3348465
AT4G17910,0.40892756,0.094352975,4.334018
AT2G03210,0.7860486,0.18138671,4.333551
AT3G27480,0.71397203,0.16479518,4.332481
AT4G01910,0.628601,0.14517274,4.3300204
AT4G12280,1.1867422,0.27414006,4.328963
AT3G25620,0.50424784,0.116498604,4.328359
AT5G51210,0.87730294,0.20272452,4.327562
AT4G00130,0.8360436,0.1932242,4.3268056
AT2G28560,0.54127246,0.1251207,4.326002
AT1G69350,0.4509294,0.104247816,4.325552
AT4G14670,0.47415447,0.109632365,4.3249493
AT2G35733,1.1739376,0.271604,4.3222394
AT5G49640,0.91858923,0.21253996,4.32196
AT3G26920,0.46003443,0.10644931,4.3216286
AT3G52660,0.24091828,0.05576532,4.320216
AT1G33320,0.65751827,0.15220703,4.319894
AT1G03710,0.93641996,0.21683896,4.318504
AT1G47780,0.60206956,0.13941792,4.3184514
AT4G02140,0.79205817,0.1834606,4.31732
AT1G24010,0.75392824,0.17465729,4.3166146
AT4G09430,0.7515171,0.17412136,4.316053
AT5G46370,0.77623993,0.17987001,4.3155603
AT2G31250,0.635816,0.14733759,4.315368
AT1G60450,0.63745326,0.14775717,4.3141947
AT3G11950,0.4105359,0.09516203,4.3140726
AT5G38770,0.78204244,0.1812845,4.313895
AT2G17830,0.46017852,0.10669851,4.3128858
AT1G29910,0.532011,0.12336754,4.312406
AT5G60970,0.30071113,0.069756195,4.3108873
AT2G39240,0.7197383,0.16700584,4.309659
AT3G23840,0.55061024,0.12778097,4.3090153
AT5G66700,0.6649222,0.1543109,4.308977
AT3G51600,0.4412678,0.10243269,4.3078804
AT5G21120,0.59636235,0.13844495,4.307577
AT5G58260,0.3845214,0.08930729,4.3055987
AT5G54570,0.60018104,0.13942818,4.304589
AT2G05510,0.86856043,0.20178771,4.3043275
AT3G57720,0.46373236,0.10774485,4.303986
AT2G02060,0.8342121,0.19400029,4.300056
AT3G61520,0.39050275,0.09081856,4.299812
AT1G73300,0.7416568,0.17249791,4.2995114
AT3G53720,0.45725498,0.10637869,4.29837
AT1G16770,0.7895424,0.18370515,4.297878
AT3G07730,0.70743,0.1646234,4.2972627
AT2G16650,0.43978402,0.102368236,4.296098
AT5G11050,0.48981306,0.11401919,4.295882
AT2G04220,0.53062,0.12352944,4.2954936
AT5G03090,1.1761618,0.27385816,4.2947845
AT3G15840,0.40193376,0.09358924,4.2946577
AT5G45530,0.5893733,0.13724968,4.2941685
AT5G25470,0.7068452,0.16460618,4.2941594
AT4G04370,0.41389138,0.09639727,4.2936
AT1G71770,0.63080174,0.14699693,4.2912574
AT1G77960,0.7092921,0.16533695,4.289979
AT1G29230,0.63249516,0.14745626,4.2893744
AT1G63990,0.6388827,0.14896859,4.288707
AT1G03630,0.42545128,0.099266,4.2859716
AT1G75240,0.42536497,0.09924867,4.28585
AT1G74350,0.44374293,0.103555165,4.285087
AT4G16840,0.5839864,0.13629474,4.2847314
AT2G07240,0.48680815,0.11367317,4.282524
AT2G14800,0.57980776,0.13542195,4.28149
AT4G13260,0.53600705,0.12526153,4.279103
AT4G11720,0.6181502,0.14446254,4.2789645
AT5G67550,0.5532765,0.12931268,4.2785935
AT1G67290,0.6852469,0.16015813,4.278564
AT3G45870,0.56671846,0.13247763,4.2778425
AT3G18460,0.53207654,0.1244062,4.276929
AT3G15050,0.78176516,0.18279475,4.276737
AT1G69630,0.74037284,0.17319897,4.274695
AT4G38070,0.7237521,0.16934174,4.273914
AT1G19780,0.6494225,0.15199082,4.272774
AT4G26050,0.78750396,0.18431722,4.272547
AT1G14930,0.903581,0.21159102,4.2704124
AT4G25440,0.43804356,0.10258942,4.2698703
AT4G12140,0.74556786,0.17464808,4.2689724
AT1G33090,0.6306729,0.14790547,4.264026
AT5G51480,0.7474343,0.1753182,4.263301
AT4G25430,0.6533136,0.1532547,4.2629266
AT2G19500,0.7293717,0.17109884,4.2628675
AT1G21530,0.72321093,0.16971987,4.2612033
AT3G05650,0.6579075,0.15443356,4.2601323
AT5G38930,0.9574335,0.22476651,4.2596803
AT3G24540,0.59212565,0.13906842,4.2578006
AT3G61470,0.3340004,0.07849193,4.255219
AT2G40250,0.74568415,0.17531444,4.2534094
AT2G47810,0.53894037,0.12671655,4.2531166
AT5G23840,0.5624807,0.13227592,4.252328
AT1G26570,0.33768582,0.07945317,4.2501235
AT2G24340,0.49374774,0.11618908,4.2495193
AT2G16290,0.46001068,0.10825503,4.2493234
AT4G01760,0.5187356,0.1221539,4.246574
AT5G46810,0.58560586,0.1379215,4.2459354
AT2G13550,0.7473794,0.17604189,4.2454634
AT4G29550,0.6137534,0.14461267,4.2441187
AT5G08230,0.37388235,0.08809747,4.2439623
AT3G29635,0.5646208,0.13309066,4.242377
AT1G12770,0.31844118,0.075063705,4.2422786
AT2G02380,0.75271386,0.17745322,4.241759
AT3G03200,0.58988345,0.13917944,4.238294
AT1G51480,0.6663059,0.15723996,4.2375097
AT4G15710,0.8882974,0.20965852,4.236877
AT1G44835,0.26860413,0.06341627,4.2355704
AT1G48820,0.709605,0.16776115,4.2298527
AT1G10680,0.53815013,0.12725542,4.228897
AT5G22870,0.7102992,0.16798118,4.2284446
AT3G46730,0.71977323,0.17023008,4.228237
AT2G32540,0.5980048,0.14143516,4.2281194
AT1G30450,0.38958257,0.092142455,4.228046
AT2G22600,0.58176035,0.13764879,4.2264104
AT3G56630,0.30831328,0.07300087,4.2234187
AT2G30660,0.91772074,0.21730338,4.223223
AT1G65110,0.61220104,0.14498042,4.2226458
AT3G26960,0.709,0.16790438,4.222641
AT5G16460,0.68863744,0.16308995,4.2224393
AT4G33720,0.9290607,0.22004776,4.2220864
AT3G26930,0.6344187,0.15027295,4.2217755
AT3G51510,0.31023037,0.073483735,4.221755
AT4G21490,0.8588795,0.20345408,4.2214904
AT5G06500,0.67144775,0.15911463,4.219899
AT4G29200,0.9780375,0.2318717,4.2180114
AT4G01570,0.41901594,0.09935333,4.217432
AT2G15300,0.40904036,0.09699506,4.2171254
AT3G11380,0.4128637,0.09790528,4.2169704
AT2G31780,0.51436037,0.12197617,4.2168922
AT2G17210,0.5726851,0.13581216,4.2167435
AT3G44580,0.86276406,0.20468071,4.21517
AT3G58780,0.7503106,0.17802882,4.2145452
AT1G29180,0.63405114,0.15047976,4.2135305
AT1G07060,0.84133226,0.19968171,4.213366
AT3G22860,0.66417444,0.15769367,4.211801
AT3G31350,0.5561927,0.1320562,4.211787
AT3G52210,0.4107068,0.0975373,4.210766
AT1G21230,0.5845138,0.13881753,4.210662
AT2G24740,0.6218896,0.1477055,4.2103343
AT4G17710,0.60623497,0.14399087,4.2102313
AT3G20865,0.7839622,0.18621133,4.210067
AT1G23130,0.5203739,0.123620115,4.2094593
AT2G25980,0.38924506,0.092474386,4.20922
AT1G78750,0.6286759,0.1493654,4.208979
AT4G33810,0.5842951,0.13888334,4.2070923
AT1G15910,0.36406064,0.08653628,4.2070284
AT2G21770,0.52001286,0.123612195,4.2068086
AT2G04230,0.32572103,0.077488035,4.2035003
AT5G62800,0.8131381,0.1934431,4.2035
AT5G56650,0.3188108,0.07585814,4.202723
AT5G20935,0.46971506,0.11181927,4.2006626
AT1G09400,0.73819816,0.17581874,4.1986313
AT5G46140,0.75360936,0.17962903,4.195365
AT3G45450,0.58025044,0.13831885,4.19502
AT1G16410,0.7960386,0.18976666,4.1948285
AT5G28340,0.9305133,0.22182822,4.194747
AT3G12685,0.36443654,0.08692233,4.1926684
AT2G02540,0.58907807,0.14051595,4.19225
AT1G13400,0.6736697,0.1607028,4.192022
AT3G03620,0.9433403,0.2250494,4.191703
AT2G45310,0.59237844,0.1413463,4.190972
AT5G45690,0.9566631,0.22827463,4.1908426
AT3G53910,0.6904093,0.16477405,4.1900363
AT3G59010,0.6484641,0.15476936,4.189873
AT2G36710,0.6675783,0.15934275,4.189574
AT5G02030,0.35090083,0.083767064,4.189007
AT1G50750,0.9602626,0.22936669,4.1865826
AT5G02080,0.58919156,0.14073665,4.186482
AT4G21880,0.49405816,0.118023306,4.1861067
AT1G53940,0.54939866,0.13124827,4.1859493
AT4G14368,0.7694495,0.18387163,4.18471
AT1G77860,0.6536711,0.15634027,4.181079
AT2G20410,0.34215832,0.081842326,4.180701
AT1G62630,0.50786734,0.12150334,4.179863
AT3G19800,0.38759106,0.09279189,4.1769924
AT2G46950,0.6465819,0.15488511,4.17459
AT1G11370,0.82317835,0.19719556,4.174426
AT3G50160,0.58582157,0.1404099,4.1722236
AT4G21780,0.6873326,0.16476245,4.1716576
AT3G14320,0.765861,0.18358746,4.1716404
AT2G40010,0.7857374,0.1883744,4.171147
AT1G64710,0.52938056,0.12693974,4.170329
AT5G51900,0.51443756,0.123419486,4.1682034
AT5G38730,0.33434328,0.0802439,4.166588
AT1G26610,0.56566364,0.13580424,4.1652865
AT5G47460,0.46465284,0.11155954,4.165066
AT1G51190,0.42350766,0.10171154,4.1638107
AT2G05580,0.8761559,0.21042189,4.1638055
AT5G07480,0.6013418,0.1444562,4.1627965
AT2G38600,0.8219421,0.19749068,4.161928
AT3G43150,0.34090352,0.081920825,4.1613774
AT5G19580,0.5588654,0.1343082,4.1610665
AT3G07920,0.7622584,0.18322915,4.160137
AT1G07670,0.22473627,0.054028414,4.159593
AT1G51110,0.32853687,0.07898819,4.159316
AT3G12160,0.7137168,0.1716147,4.158832
AT3G11050,0.6703954,0.1612729,4.1569
AT4G39500,0.67886215,0.16331904,4.1566625
AT2G44070,0.9242915,0.22239414,4.156096
AT3G18090,0.40950558,0.0985532,4.1551723
AT5G41860,0.68353766,0.1645093,4.155009
AT3G26160,0.6134892,0.1476516,4.1549783
AT4G22370,0.8126083,0.19561264,4.1541705
AT3G28410,0.38492584,0.09266097,4.154131
AT2G32810,0.24111085,0.058060113,4.1527786
AT3G26040,0.7611897,0.18331495,4.15236
AT5G59270,0.5394319,0.12991905,4.1520615
AT2G21330,0.36951455,0.089007005,4.1515217
AT4G18810,0.32474774,0.078226954,4.1513534
AT4G15720,0.6153854,0.14824508,4.151135
AT4G01820,0.76089346,0.18333156,4.1503677
AT1G11570,0.6250477,0.1506412,4.1492476
AT5G49870,0.72533756,0.1748233,4.148975
AT2G30220,0.7114347,0.17152208,4.147773
AT1G06350,0.98559535,0.2378446,4.1438622
AT3G10840,0.364753,0.088029906,4.1435122
AT5G03570,0.3778257,0.09119473,4.143065
AT4G24430,0.64643717,0.15605642,4.1423297
AT2G32460,0.75504655,0.18227857,4.1422668
AT5G39100,0.81923413,0.19795437,4.1384997
AT2G38905,0.92926985,0.22458027,4.137807
AT2G19960,0.80618685,0.1948403,4.13768
AT1G04150,0.562673,0.1360181,4.13675
AT1G49510,0.26063004,0.06302677,4.135227
AT3G21210,0.56773704,0.13733077,4.134084
AT4G20990,0.8791406,0.21266633,4.1338964
AT4G39410,0.62932324,0.15229079,4.1323786
AT2G15420,0.44433558,0.107587665,4.129986
AT1G14950,0.829359,0.20087431,4.1287456
AT4G14480,0.52394986,0.126936,4.127669
AT4G19850,0.7074142,0.17147624,4.1254354
AT4G10590,0.28906485,0.07008232,4.1246467
AT4G15070,0.5338852,0.12945825,4.123995
AT3G47660,0.6411456,0.15548821,4.123435
AT2G05350,0.6614129,0.16041228,4.1232057
AT5G50300,0.40298086,0.097749464,4.1225886
AT3G53310,0.4776391,0.115874164,4.12205
AT1G33900,0.5533347,0.13423799,4.122042
AT5G50270,0.541762,0.13144207,4.1216784
AT3G30210,0.7013536,0.17018218,4.1211925
AT4G23496,0.69252324,0.16807842,4.1202383
AT1G45332,0.34888244,0.08469919,4.119076
AT1G50350,0.7224066,0.17538504,4.1189747
AT1G55180,0.490447,0.11910492,4.1177726
AT5G44930,0.3409735,0.08284814,4.1156445
AT3G55550,0.6584182,0.15997961,4.115638
AT4G38700,0.60227126,0.14633818,4.115612
AT3G52550,0.6856062,0.16666244,4.113741
AT4G36700,1.0143363,0.24659704,4.113335
